filename	path	reason
meta_gene_panel_matrix.txt	data/sources/cbioportal/gene-panel/brca_tcga_pan_can_atlas_2018/meta_gene_panel_matrix.txt	Not analyzed - may be unsupported format or error during analysis
data_gene_panel_matrix.txt	data/sources/cbioportal/gene-panel/luad_tcga_pan_can_atlas_2018/data_gene_panel_matrix.txt	Not analyzed - may be unsupported format or error during analysis
meta_gene_panel_matrix.txt	data/sources/cbioportal/gene-panel/luad_tcga_pan_can_atlas_2018/meta_gene_panel_matrix.txt	Not analyzed - may be unsupported format or error during analysis
manifest.json	data/sources/cbioportal/manifest.json	Not analyzed - may be unsupported format or error during analysis
api-docs.json	data/sources/cbioportal/metadata/api-docs.json	Not analyzed - may be unsupported format or error during analysis
cases_RNA_Seq_v2_mRNA.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/case_lists/cases_RNA_Seq_v2_mRNA.txt	Not analyzed - may be unsupported format or error during analysis
cases_all.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/case_lists/cases_all.txt	Not analyzed - may be unsupported format or error during analysis
cases_cna.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/case_lists/cases_cna.txt	Not analyzed - may be unsupported format or error during analysis
cases_cnaseq.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/case_lists/cases_cnaseq.txt	Not analyzed - may be unsupported format or error during analysis
cases_complete.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/case_lists/cases_complete.txt	Not analyzed - may be unsupported format or error during analysis
cases_log2CNA.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/case_lists/cases_log2CNA.txt	Not analyzed - may be unsupported format or error during analysis
cases_phosphoprotein_quantification.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/case_lists/cases_phosphoprotein_quantification.txt	Not analyzed - may be unsupported format or error during analysis
cases_protein_quantification.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/case_lists/cases_protein_quantification.txt	Not analyzed - may be unsupported format or error during analysis
cases_rppa.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/case_lists/cases_rppa.txt	Not analyzed - may be unsupported format or error during analysis
cases_sequenced.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/case_lists/cases_sequenced.txt	Not analyzed - may be unsupported format or error during analysis
cases_sv.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/case_lists/cases_sv.txt	Not analyzed - may be unsupported format or error during analysis
data_resource_definition.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/data_resource_definition.txt	Not analyzed - may be unsupported format or error during analysis
data_resource_patient.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/data_resource_patient.txt	Not analyzed - may be unsupported format or error during analysis
meta_resource_definition.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/meta_resource_definition.txt	Not analyzed - may be unsupported format or error during analysis
meta_resource_patient.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/meta_resource_patient.txt	Not analyzed - may be unsupported format or error during analysis
meta_study.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/meta_study.txt	Not analyzed - may be unsupported format or error during analysis
data_mrna_seq_v2_rsem_normal_samples.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/normals/data_mrna_seq_v2_rsem_normal_samples.txt	Not analyzed - may be unsupported format or error during analysis
data_mrna_seq_v2_rsem_normal_samples_zscores_ref_normal_samples.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/normals/data_mrna_seq_v2_rsem_normal_samples_zscores_ref_normal_samples.txt	Not analyzed - may be unsupported format or error during analysis
meta_mrna_seq_v2_rsem_normal_samples.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/normals/meta_mrna_seq_v2_rsem_normal_samples.txt	Not analyzed - may be unsupported format or error during analysis
meta_mrna_seq_v2_rsem_normal_samples_zscores_ref_normal_samples.txt	data/sources/cbioportal/metadata/brca_tcga_pan_can_atlas_2018/normals/meta_mrna_seq_v2_rsem_normal_samples_zscores_ref_normal_samples.txt	Not analyzed - may be unsupported format or error during analysis
cases_RNA_Seq_v2_mRNA.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/case_lists/cases_RNA_Seq_v2_mRNA.txt	Not analyzed - may be unsupported format or error during analysis
cases_all.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/case_lists/cases_all.txt	Not analyzed - may be unsupported format or error during analysis
cases_cna.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/case_lists/cases_cna.txt	Not analyzed - may be unsupported format or error during analysis
cases_cnaseq.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/case_lists/cases_cnaseq.txt	Not analyzed - may be unsupported format or error during analysis
cases_complete.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/case_lists/cases_complete.txt	Not analyzed - may be unsupported format or error during analysis
cases_log2CNA.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/case_lists/cases_log2CNA.txt	Not analyzed - may be unsupported format or error during analysis
cases_rppa.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/case_lists/cases_rppa.txt	Not analyzed - may be unsupported format or error during analysis
cases_sequenced.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/case_lists/cases_sequenced.txt	Not analyzed - may be unsupported format or error during analysis
cases_sv.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/case_lists/cases_sv.txt	Not analyzed - may be unsupported format or error during analysis
data_normals_RNA_Seq_v2_mRNA_median.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/data_normals_RNA_Seq_v2_mRNA_median.txt	Not analyzed - may be unsupported format or error during analysis
data_normals_RNA_Seq_v2_mRNA_median_Zscores.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/data_normals_RNA_Seq_v2_mRNA_median_Zscores.txt	Not analyzed - may be unsupported format or error during analysis
data_resource_definition.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/data_resource_definition.txt	Not analyzed - may be unsupported format or error during analysis
data_resource_patient.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/data_resource_patient.txt	Not analyzed - may be unsupported format or error during analysis
meta_resource_definition.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/meta_resource_definition.txt	Not analyzed - may be unsupported format or error during analysis
meta_resource_patient.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/meta_resource_patient.txt	Not analyzed - may be unsupported format or error during analysis
meta_study.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/meta_study.txt	Not analyzed - may be unsupported format or error during analysis
data_mrna_seq_v2_rsem_normal_samples.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/normals/data_mrna_seq_v2_rsem_normal_samples.txt	Not analyzed - may be unsupported format or error during analysis
data_mrna_seq_v2_rsem_normal_samples_zscores_ref_normal_samples.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/normals/data_mrna_seq_v2_rsem_normal_samples_zscores_ref_normal_samples.txt	Not analyzed - may be unsupported format or error during analysis
meta_mrna_seq_v2_rsem_normal_samples.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/normals/meta_mrna_seq_v2_rsem_normal_samples.txt	Not analyzed - may be unsupported format or error during analysis
meta_mrna_seq_v2_rsem_normal_samples_zscores_ref_normal_samples.txt	data/sources/cbioportal/metadata/luad_tcga_pan_can_atlas_2018/normals/meta_mrna_seq_v2_rsem_normal_samples_zscores_ref_normal_samples.txt	Not analyzed - may be unsupported format or error during analysis
studies-summary.json	data/sources/cbioportal/metadata/studies-summary.json	Not analyzed - may be unsupported format or error during analysis
data_methylation_hm27_hm450_merged.txt	data/sources/cbioportal/methylation/brca_tcga_pan_can_atlas_2018/data_methylation_hm27_hm450_merged.txt	Not analyzed - may be unsupported format or error during analysis
meta_methylation_hm27_hm450_merged.txt	data/sources/cbioportal/methylation/brca_tcga_pan_can_atlas_2018/meta_methylation_hm27_hm450_merged.txt	Not analyzed - may be unsupported format or error during analysis
data_methylation_hm27_hm450_merged.txt	data/sources/cbioportal/methylation/luad_tcga_pan_can_atlas_2018/data_methylation_hm27_hm450_merged.txt	Not analyzed - may be unsupported format or error during analysis
meta_methylation_hm27_hm450_merged.txt	data/sources/cbioportal/methylation/luad_tcga_pan_can_atlas_2018/meta_methylation_hm27_hm450_merged.txt	Not analyzed - may be unsupported format or error during analysis
data_mutations.txt	data/sources/cbioportal/mutations/brca_tcga_pan_can_atlas_2018/data_mutations.txt	Not analyzed - may be unsupported format or error during analysis
meta_mutations.txt	data/sources/cbioportal/mutations/brca_tcga_pan_can_atlas_2018/meta_mutations.txt	Not analyzed - may be unsupported format or error during analysis
data_mutations.txt	data/sources/cbioportal/mutations/luad_tcga_pan_can_atlas_2018/data_mutations.txt	Not analyzed - may be unsupported format or error during analysis
meta_mutations.txt	data/sources/cbioportal/mutations/luad_tcga_pan_can_atlas_2018/meta_mutations.txt	Not analyzed - may be unsupported format or error during analysis
data_phosphoprotein_quantification.txt	data/sources/cbioportal/phosphoprotein/brca_tcga_pan_can_atlas_2018/data_phosphoprotein_quantification.txt	Not analyzed - may be unsupported format or error during analysis
meta_phosphoprotein_quantification.txt	data/sources/cbioportal/phosphoprotein/brca_tcga_pan_can_atlas_2018/meta_phosphoprotein_quantification.txt	Not analyzed - may be unsupported format or error during analysis
data_protein_quantification.txt	data/sources/cbioportal/protein/brca_tcga_pan_can_atlas_2018/data_protein_quantification.txt	Not analyzed - may be unsupported format or error during analysis
data_protein_quantification_zscores.txt	data/sources/cbioportal/protein/brca_tcga_pan_can_atlas_2018/data_protein_quantification_zscores.txt	Not analyzed - may be unsupported format or error during analysis
data_rppa.txt	data/sources/cbioportal/protein/brca_tcga_pan_can_atlas_2018/data_rppa.txt	Not analyzed - may be unsupported format or error during analysis
data_rppa_zscores.txt	data/sources/cbioportal/protein/brca_tcga_pan_can_atlas_2018/data_rppa_zscores.txt	Not analyzed - may be unsupported format or error during analysis
meta_protein_quantification.txt	data/sources/cbioportal/protein/brca_tcga_pan_can_atlas_2018/meta_protein_quantification.txt	Not analyzed - may be unsupported format or error during analysis
meta_protein_quantification_zscores.txt	data/sources/cbioportal/protein/brca_tcga_pan_can_atlas_2018/meta_protein_quantification_zscores.txt	Not analyzed - may be unsupported format or error during analysis
meta_rppa.txt	data/sources/cbioportal/protein/brca_tcga_pan_can_atlas_2018/meta_rppa.txt	Not analyzed - may be unsupported format or error during analysis
meta_rppa_zscores.txt	data/sources/cbioportal/protein/brca_tcga_pan_can_atlas_2018/meta_rppa_zscores.txt	Not analyzed - may be unsupported format or error during analysis
data_rppa.txt	data/sources/cbioportal/protein/luad_tcga_pan_can_atlas_2018/data_rppa.txt	Not analyzed - may be unsupported format or error during analysis
data_rppa_zscores.txt	data/sources/cbioportal/protein/luad_tcga_pan_can_atlas_2018/data_rppa_zscores.txt	Not analyzed - may be unsupported format or error during analysis
meta_rppa.txt	data/sources/cbioportal/protein/luad_tcga_pan_can_atlas_2018/meta_rppa.txt	Not analyzed - may be unsupported format or error during analysis
meta_rppa_zscores.txt	data/sources/cbioportal/protein/luad_tcga_pan_can_atlas_2018/meta_rppa_zscores.txt	Not analyzed - may be unsupported format or error during analysis
data_sv.txt	data/sources/cbioportal/structural-variants/brca_tcga_pan_can_atlas_2018/data_sv.txt	Not analyzed - may be unsupported format or error during analysis
meta_sv.txt	data/sources/cbioportal/structural-variants/brca_tcga_pan_can_atlas_2018/meta_sv.txt	Not analyzed - may be unsupported format or error during analysis
data_sv.txt	data/sources/cbioportal/structural-variants/luad_tcga_pan_can_atlas_2018/data_sv.txt	Not analyzed - may be unsupported format or error during analysis
meta_sv.txt	data/sources/cbioportal/structural-variants/luad_tcga_pan_can_atlas_2018/meta_sv.txt	Not analyzed - may be unsupported format or error during analysis
data_timeline_sample_acquisition.txt	data/sources/cbioportal/timelines/brca_tcga_pan_can_atlas_2018/data_timeline_sample_acquisition.txt	Not analyzed - may be unsupported format or error during analysis
data_timeline_status.txt	data/sources/cbioportal/timelines/brca_tcga_pan_can_atlas_2018/data_timeline_status.txt	Not analyzed - may be unsupported format or error during analysis
data_timeline_treatment.txt	data/sources/cbioportal/timelines/brca_tcga_pan_can_atlas_2018/data_timeline_treatment.txt	Not analyzed - may be unsupported format or error during analysis
meta_timeline_sample_acquisition.txt	data/sources/cbioportal/timelines/brca_tcga_pan_can_atlas_2018/meta_timeline_sample_acquisition.txt	Not analyzed - may be unsupported format or error during analysis
meta_timeline_status.txt	data/sources/cbioportal/timelines/brca_tcga_pan_can_atlas_2018/meta_timeline_status.txt	Not analyzed - may be unsupported format or error during analysis
meta_timeline_treatment.txt	data/sources/cbioportal/timelines/brca_tcga_pan_can_atlas_2018/meta_timeline_treatment.txt	Not analyzed - may be unsupported format or error during analysis
data_timeline_sample_acquisition.txt	data/sources/cbioportal/timelines/luad_tcga_pan_can_atlas_2018/data_timeline_sample_acquisition.txt	Not analyzed - may be unsupported format or error during analysis
data_timeline_status.txt	data/sources/cbioportal/timelines/luad_tcga_pan_can_atlas_2018/data_timeline_status.txt	Not analyzed - may be unsupported format or error during analysis
data_timeline_treatment.txt	data/sources/cbioportal/timelines/luad_tcga_pan_can_atlas_2018/data_timeline_treatment.txt	Not analyzed - may be unsupported format or error during analysis
meta_timeline_sample_acquisition.txt	data/sources/cbioportal/timelines/luad_tcga_pan_can_atlas_2018/meta_timeline_sample_acquisition.txt	Not analyzed - may be unsupported format or error during analysis
meta_timeline_status.txt	data/sources/cbioportal/timelines/luad_tcga_pan_can_atlas_2018/meta_timeline_status.txt	Not analyzed - may be unsupported format or error during analysis
meta_timeline_treatment.txt	data/sources/cbioportal/timelines/luad_tcga_pan_can_atlas_2018/meta_timeline_treatment.txt	Not analyzed - may be unsupported format or error during analysis
clinical-actionability-pediatric-flat.json	data/sources/clingen/actionability/clinical-actionability-pediatric-flat.json	Not analyzed - may be unsupported format or error during analysis
dosage-sensitivity-regions-grch37.tsv	data/sources/clingen/dosage-regions/dosage-sensitivity-regions-grch37.tsv	Not analyzed - may be unsupported format or error during analysis
dosage-sensitivity-regions-grch38.tsv	data/sources/clingen/dosage-regions/dosage-sensitivity-regions-grch38.tsv	Not analyzed - may be unsupported format or error during analysis
dosage-sensitivity-grch37.tsv	data/sources/clingen/dosage-sensitivity/dosage-sensitivity-grch37.tsv	Not analyzed - may be unsupported format or error during analysis
dosage-sensitivity-grch38.tsv	data/sources/clingen/dosage-sensitivity/dosage-sensitivity-grch38.tsv	Not analyzed - may be unsupported format or error during analysis
gene-validity.csv	data/sources/clingen/gene-validity/gene-validity.csv	Not analyzed - may be unsupported format or error during analysis
manifest.json	data/sources/clingen/manifest.json	Not analyzed - may be unsupported format or error during analysis
variant-pathogenicity.csv	data/sources/clingen/variant-pathogenicity/variant-pathogenicity.csv	Not analyzed - may be unsupported format or error during analysis
manifest.json	data/sources/clinvar/manifest.json	Not analyzed - may be unsupported format or error during analysis
cross_references.txt	data/sources/clinvar/tabular/cross_references.txt	Not analyzed - may be unsupported format or error during analysis
var_citations.txt	data/sources/clinvar/tabular/var_citations.txt	Not analyzed - may be unsupported format or error during analysis
manifest.json	data/sources/cosmic/manifest.json	Not analyzed - may be unsupported format or error during analysis
gencc-submissions.csv	data/sources/gencc/gencc-submissions.csv	Not analyzed - may be unsupported format or error during analysis
gencc-submissions.tsv	data/sources/gencc/gencc-submissions.tsv	Not analyzed - may be unsupported format or error during analysis
manifest.json	data/sources/gencc/manifest.json	Not analyzed - may be unsupported format or error during analysis
manifest.json	data/sources/oncokb/manifest.json	Not analyzed - may be unsupported format or error during analysis
manifest.json	data/sources/tcga/manifest.json	Not analyzed - may be unsupported format or error during analysis
nationwidechildrens.org_biospecimen.TCGA-A7-A0DA.xml	data/sources/tcga/open-access/biospecimen/TCGA-BRCA/0026e7b3-6e38-44cb-83cb-6618a7681f0a/nationwidechildrens.org_biospecimen.TCGA-A7-A0DA.xml	Not analyzed - may be unsupported format or error during analysis
nationwidechildrens.org_biospecimen.TCGA-B6-A1KC.xml	data/sources/tcga/open-access/biospecimen/TCGA-BRCA/00a012e7-e97f-4fea-9402-37ac734217ca/nationwidechildrens.org_biospecimen.TCGA-B6-A1KC.xml	Not analyzed - may be unsupported format or error during analysis
nationwidechildrens.org_biospecimen.TCGA-GM-A2DO.xml	data/sources/tcga/open-access/biospecimen/TCGA-BRCA/00d770a2-3013-40b6-acf9-5b2d1f11caad/nationwidechildrens.org_biospecimen.TCGA-GM-A2DO.xml	Not analyzed - may be unsupported format or error during analysis
nationwidechildrens.org_biospecimen.TCGA-AC-A2QH.xml	data/sources/tcga/open-access/biospecimen/TCGA-BRCA/01318ff3-7bfb-49cf-9427-16914cadb09e/nationwidechildrens.org_biospecimen.TCGA-AC-A2QH.xml	Not analyzed - may be unsupported format or error during analysis
nationwidechildrens.org_biospecimen.TCGA-AR-A0U0.xml	data/sources/tcga/open-access/biospecimen/TCGA-BRCA/015bb72b-c035-4274-8318-b0f4020a3a1e/nationwidechildrens.org_biospecimen.TCGA-AR-A0U0.xml	Not analyzed - may be unsupported format or error during analysis
nationwidechildrens.org_biospecimen.TCGA-A8-A07G.xml	data/sources/tcga/open-access/biospecimen/TCGA-BRCA/018c5ae4-f4fb-4d92-96d1-229f6c0b4f9c/nationwidechildrens.org_biospecimen.TCGA-A8-A07G.xml	Not analyzed - may be unsupported format or error during analysis
nationwidechildrens.org_biospecimen.TCGA-A2-A0D4.xml	data/sources/tcga/open-access/biospecimen/TCGA-BRCA/01aeade0-2ae9-4fc9-b0ca-6782a9b1513b/nationwidechildrens.org_biospecimen.TCGA-A2-A0D4.xml	Not analyzed - may be unsupported format or error during analysis
nationwidechildrens.org_biospecimen.TCGA-D8-A1XU.xml	data/sources/tcga/open-access/biospecimen/TCGA-BRCA/01e3836e-d816-4e35-ad95-b00c7e779c73/nationwidechildrens.org_biospecimen.TCGA-D8-A1XU.xml	Not analyzed - may be unsupported format or error during analysis
nationwidechildrens.org_biospecimen.TCGA-AN-A0XW.xml	data/sources/tcga/open-access/biospecimen/TCGA-BRCA/021ab5cf-7aac-4f6f-96bf-84fc3bc58256/nationwidechildrens.org_biospecimen.TCGA-AN-A0XW.xml	Not analyzed - may be unsupported format or error during analysis
nationwidechildrens.org_biospecimen.TCGA-D8-A143.xml	data/sources/tcga/open-access/biospecimen/TCGA-BRCA/02919071-12f8-4fde-a96f-6eba60915d98/nationwidechildrens.org_biospecimen.TCGA-D8-A143.xml	Not analyzed - may be unsupported format or error during analysis
nationwidechildrens.org_biospecimen.TCGA-BH-A0B1.xml	data/sources/tcga/open-access/biospecimen/TCGA-BRCA/02e7294c-ec63-4360-bca3-9cf75cfbf94b/nationwidechildrens.org_biospecimen.TCGA-BH-A0B1.xml	Not analyzed - may be unsupported format or error during analysis
nationwidechildrens.org_biospecimen.TCGA-A7-A4SB.xml	data/sources/tcga/open-access/biospecimen/TCGA-BRCA/02f31373-5338-4dc1-a62a-31c59be1dd06/nationwidechildrens.org_biospecimen.TCGA-A7-A4SB.xml	Not analyzed - may be unsupported format or error during analysis
